column,n_cells,cell_share,pop_share,n_distinct
ses_census_employment_share,123209,0.957230759668723,0.9870170164854092,1437
ses_census_foreign_born_share,124316,0.9658312227108162,0.9894343288900824,1585
ses_census_share_ge65,124316,0.9658312227108162,0.9894343288900824,1730
ses_census_share_u15,124316,0.9658312227108162,0.9894343288900824,1581
