level,regime,service,n_facilities,pop_mean_time_min,pop_median_time_min,pop_p90_time_min_reachable,pop_share_beyond_15min,pop_share_beyond_30min,pop_service_deprived_share,unreachable_pop_share,mean_deprivation,pop_share_beyond_8min,pop_share_beyond_45min,pop_share_beyond_60min
everyday,everyday,everyday,,26.952925302039276,9.216166978950302,77.7,0.47613736536872514,0.360872160940834,0.07137842419008868,0.0004933468398991757,0.34322279704974584,,,
emergency,emergency,emergency,,18.69052334899202,13.5,36.5,0.4418429379430063,0.1864232493456762,0.0002168581977028881,0.0004933468398991757,2.0700651613768755,0.7801707908023469,0.037253941700578996,0.013002597021264216
