regime,weighted_mean,gini,units,concentration_index,concentration_ses_col
everyday,0.18269878338499113,0.40034559696467187,DLF: fraction of the saturation ceiling Lmax,-0.05137095825533949,ses_census_employment_share
emergency,0.6113315139813978,0.4003230124369806,DCF: multiples of g(15 min) [anchored],-0.109527878758053,ses_census_employment_share
