n_cities,n_removed,removed,k,silhouette,stability_ari,p_null_gaussian,n_sim,ari_vs_region
62,5,bucuresti;ljubljana;riga;tallinn;vilnius,2,0.37907936036090767,0.7675767887322678,0.001,999,0.061697359354900914
