block,regime,kind,outcome,elasticity,se,p,r2,n_cities,inference
size_elasticity,everyday,deprivation,mean_everyday,-0.196346387089927,0.022812216136966965,7.495036465460434e-18,0.4425352267172252,67,"log-log, country-clustered SE; cross-sectional space-for-time"
size_elasticity,everyday,access,everyday_median_time,-0.2366032334727194,0.05742508064594035,3.7853175552480435e-05,0.15964592431459212,67,"log-log, country-clustered SE; cross-sectional space-for-time"
size_elasticity,everyday,access,everyday_mean_time,-0.17814035465054076,0.030352500495578572,4.382982428463272e-09,0.3121879546951447,67,"log-log, country-clustered SE; cross-sectional space-for-time"
size_elasticity,emergency,deprivation,mean_emergency,-0.05933961362089446,0.04253212843394655,0.16296412773213742,0.018284850689193055,67,"log-log, country-clustered SE; cross-sectional space-for-time"
size_elasticity,emergency,access,emergency_median_time,-0.043309625048384925,0.025710091192989924,0.0920777461286868,0.038555533458702995,67,"log-log, country-clustered SE; cross-sectional space-for-time"
size_elasticity,emergency,access,emergency_mean_time,-0.04335262340237703,0.022101034138444862,0.04981310633016975,0.03950827682471614,67,"log-log, country-clustered SE; cross-sectional space-for-time"
size_elasticity,emergency,access,emergency_p90_time,-0.05901620969489299,0.024720317570619477,0.01697002847058443,0.04910115259007486,67,"log-log, country-clustered SE; cross-sectional space-for-time"
gini_correlation,everyday,deprivation_vs_time,gini_everyday~gini_t_everyday,0.9654043805927878,,0.9702689759757364,,67,elasticity column = Pearson r; p column = Spearman rho
gini_correlation,emergency,deprivation_vs_time,gini_emergency~gini_t_emergency,0.9763750504980976,,0.9482001755926253,,67,elasticity column = Pearson r; p column = Spearman rho
