regime,service,n_cities,n_facilities_median,n_facilities_min,n_facilities_max,pop_median_time_min_median,pop_median_time_min_min,pop_median_time_min_max,pop_mean_time_min_median,pop_mean_time_min_min,pop_mean_time_min_max,pop_share_beyond_15min_median,pop_share_beyond_15min_min,pop_share_beyond_15min_max,pop_share_beyond_30min_median,pop_share_beyond_30min_min,pop_share_beyond_30min_max,pop_service_deprived_share_median,pop_service_deprived_share_min,pop_service_deprived_share_max,unreachable_pop_share_median,unreachable_pop_share_min,unreachable_pop_share_max
emergency,ambulance_station,60,5.5,1.0,124.0,12.0,6.0,37.0,14.22509023193302,6.450034818232856,36.6846327031313,0.35042852904820554,0.0186892462898591,0.9810010394039236,0.04504092545282795,4.696282749316632e-05,0.7635419251234313,0.00034792552462605,0.0,0.082420625579715,0.00012197043442915,0.0,0.0408371602762756
emergency,emergency_dept_hospital,66,6.0,1.0,100.0,12.0,7.0,22.0,14.329390121218523,8.832472522243208,22.1342062556365,0.35690883185838923,0.0564620989714626,0.8064902930740324,0.058286972624800246,0.0001390029870389,0.2998600820283533,0.0003142808840515,0.0,0.1306628132655574,0.00020201840187855,0.0,0.0408371602762756
everyday,gp,67,93.0,2.0,2186.0,7.913499400452025,3.370702289841166,19.163863349444277,8.853036182046242,4.672542307450224,18.990775156438964,0.4980361087394052,0.1208258600801097,0.9577845788464142,0.3787540857265235,0.0580478967720039,0.898766959561415,0.3611320419952852,0.0570121523332246,0.898336861105577,0.0001947696890257,0.0,0.0408371602762756
everyday,green_space_district,67,636.0,22.0,7487.0,3.8276921969499225,0.1143601725835852,8.621104886907489,4.829062709017008,1.7445177010512305,10.27942811532138,0.1335856045105823,0.0083276734162369,0.5366091190255567,0.11543555741563,0.0066463419087771,0.3942572718065632,0.1113843419719145,0.0066435222436411,0.387250240964844,0.0001947696890257,0.0,0.0408371602762756
everyday,green_space_local,67,636.0,22.0,7487.0,3.8276921969499225,0.1143601725835852,8.621104886907489,4.829062709017008,1.7445177010512305,10.27942811532138,0.1335856045105823,0.0083276734162369,0.5366091190255567,0.11543555741563,0.0066463419087771,0.3942572718065632,0.1113843419719145,0.0066435222436411,0.387250240964844,0.0001947696890257,0.0,0.0408371602762756
everyday,pharmacy,67,228.0,16.0,3479.0,4.897037967894233,0.2926438460620659,11.734601189963804,5.856541335102564,2.006302721080182,13.717125895531057,0.2232823547149824,0.0314583819165742,0.5334363537187928,0.1762375103770475,0.0274744554980383,0.4218006162827851,0.1745337691040314,0.027471190502387,0.4157899357070094,0.0001947696890257,0.0,0.0408371602762756
everyday,school_primary,67,409.0,46.0,10710.0,4.410068690853318,1.4666862944584518,7.5,5.289812704623838,2.2619255777431704,8.591075231954427,0.1189058040393083,0.0089927756709548,0.3994867926953601,0.0962280439181169,0.0073425155769597,0.3784509805418115,0.095500710102417,0.0072446980569689,0.3772184870106009,0.0001947696890257,0.0,0.0408371602762756
everyday,school_secondary,67,409.0,46.0,10710.0,4.410068690853318,1.4666862944584518,7.5,5.289812704623838,2.2619255777431704,8.591075231954427,0.1189058040393083,0.0089927756709548,0.3994867926953601,0.0962280439181169,0.0073425155769597,0.3784509805418115,0.095500710102417,0.0072446980569689,0.3772184870106009,0.0001947696890257,0.0,0.0408371602762756
everyday,supermarket,67,325.0,33.0,2522.0,4.674749207958733,0.7479979079145473,8.259325829585215,5.631201394304198,2.2430629962219557,9.828987630284884,0.1704183510863831,0.03069789091025,0.3991927727620321,0.1304872406540365,0.0249795455015421,0.3750663328024332,0.1248883296284325,0.0245759696518262,0.3741863498881894,0.0001947696890257,0.0,0.0408371602762756
