city,name,country,tier,synthetic,population,mean_everyday,mean_emergency,gini_everyday,gini_emergency,p90_p50_ratio_emergency,spearman_rho,compounding_intensity,divergence_gap,compounding_pop_share_50,jaccard_high_50,compounding_pop_share_75,jaccard_high_75,gini_t_everyday,gini_t_emergency,pop_share_beyond_everyday_15,pop_share_beyond_everyday_30,pop_share_beyond_emergency_30,pop_share_beyond_emergency_45,pop_share_beyond_emergency_60,log10_population,slope_density_everyday,slope_ses_everyday,slope_density_emergency,slope_ses_emergency,slope_ses_column
caserta,Caserta,IT,1,False,298402.45824548136,0.282771293541513,0.1884752024445156,0.2978969645354773,0.2312709971676986,1.420096357594287,0.1769335797199824,0.3468197799635332,-0.0666259673677787,0.2758291976551923,0.3792015020840805,0.0776277405940515,0.1838391535291312,0.4538517353874733,0.1485508608440325,0.3740002985756055,0.1696218814190582,0.0044175888377216,0.0,0.0,5.474802396542087,-1.5825999270326478,-0.7242803359248214,-0.2673901882092432,0.9459782238616224,ses_census_employment_share
vicenza,Vicenza,IT,1,False,280053.73811659793,0.274947000809104,0.1593894943716665,0.3914748437591784,0.4093618839605059,3.070314627639562,0.4702935664065234,0.3835583077028989,0.0178870402013275,0.3444779167194309,0.5255833455907901,0.1393525939024401,0.3856920653841635,0.5142789124588034,0.2676340021006849,0.4893989497597182,0.205608798304518,0.0184448772114923,0.0,0.0,5.447241373943079,-1.0988272346817545,0.1551558459758789,-0.8552699668891656,0.2921124591529882,ses_census_employment_share
helsingborg,Helsingborg,SE,1,False,253346.478448309,0.4198167172775985,0.1329224713306177,0.2837272493853849,0.3865599810661071,2.7987680022218964,0.5124600917969114,0.3900118664079673,0.1028327316807222,0.3652948178546634,0.5753279639351394,0.1318253856213095,0.3561653560781662,0.3285757236735577,0.2429226574584825,0.9144910392012366,0.4875111891596064,0.005314949754078,0.0007317749409791,0.0006736106277219,5.403714871914251,-1.087151271234591,0.3360890336569093,-0.6424473089284083,0.2344663191299134,ses_census_employment_share
jaen,Jaén,ES,1,False,249477.05138169572,0.2910796434843801,0.185693649606299,0.5433123869554434,0.382608755447956,2.5265838492162853,-0.018826107956063,0.323413242746169,-0.1607036315074873,0.2334632082138742,0.3035492994132507,0.0872589156332145,0.2114067756244835,0.5965035098940814,0.266373069719816,0.5499103534362211,0.275424759402711,0.0131327199813414,0.0023947592697889,7.801285992320297e-05,5.397030602397587,-1.1707628802456156,-0.2443777654135737,-0.6242252684850068,0.7822144668676306,ses_census_employment_share
szeged,Szeged,HU,1,False,246224.4135133801,0.280919782422278,0.1223713992159573,0.5331841440101476,0.5683981804212872,4.89657572979647,0.5831903204836456,0.3969872941921207,0.0352140364111396,0.3917526793696335,0.6139781647919262,0.1180262362495753,0.3149340853734708,0.6325455362775226,0.3767342288813717,0.377088779262933,0.2653100511554433,0.041209067723851,0.0002278332589735,0.0,5.3913311116679745,-1.3178493930850543,0.0320832622939534,-0.9169390908713864,0.0906571730835919,ses_census_employment_share
apeldoorn,Apeldoorn,NL,1,False,242638.0797249293,0.3255927871097513,0.1521975363721452,0.4389338928034691,0.3409091287560503,2.5497093181813937,0.3275583443004885,0.3713247960336064,-0.0980247640474188,0.3330714978615213,0.5006951572572429,0.1343102839380594,0.3625483039590417,0.5892652399374995,0.2123036479788114,0.3168982588151601,0.2528448116439435,0.0014639312430902,0.0002878616957709,0.0002171314132306,5.384958960242901,-1.259838034056438,0.4143319662168934,-0.6290973076497347,0.3092673825674585,ses_census_employment_share
cosenza,Cosenza,IT,1,False,239305.25733482,0.505097847404814,0.1830345392889925,0.4067473191385252,0.4999193553316091,3.182283072881936,0.700126974359704,0.4148676879827639,0.0931720361930839,0.3900119866567486,0.6408931698598942,0.1135751543222029,0.2907151456203402,0.468975185263867,0.3389577457914055,0.670620959491437,0.560626539752476,0.0601980353928671,0.0054863431671925,6.67966020855889e-05,5.378952239801992,-1.0578703142886132,-0.4816027906237515,-0.8206500030244175,-0.6410720473020077,ses_census_employment_share
braila,Brăila,RO,1,False,235919.2282090388,0.4219125497646641,0.1910084293626165,0.4340138483035129,0.6915379386525723,11.731801153465662,0.6255652602868393,0.4002250585556355,0.2575240903490594,0.3595152476056349,0.5987813284266481,0.1866180177991831,0.5907992721033993,0.5756386298022147,0.4632943350548075,0.4553226268987929,0.3947235622759068,0.1275279277957123,0.0434525163106538,0.0001080478045819,5.372763338786265,-1.4454207582980168,-0.8765749008161124,-1.114080140969195,-0.8704661454751101,ses_census_employment_share
amersfoort,Amersfoort,NL,1,False,234649.52697742777,0.2187688264256157,0.0946381260230492,0.4577055434107772,0.3499738914337906,2.6469121269542626,0.2590332967027302,0.3606633097367267,-0.1077316519769866,0.2820053857654189,0.3951629175039889,0.1396518946485806,0.3796058397683464,0.5669453211553513,0.2217571220920756,0.2020596785241253,0.1234266000621827,0.0001014138845306,0.0,0.0,5.370419683068863,-1.4172245300908537,0.2946570318290282,-1.0760106561026683,0.4973621304418962,ses_census_employment_share
zilina,Žilina,SK,1,False,217546.43427313748,0.4323527155336943,0.2163068171792643,0.4242772593109092,0.4426663352049235,2.516343965378073,0.614028486876339,0.4064585089543496,0.0183890758940142,0.3646981765985628,0.5695952202524691,0.1323068577884483,0.3446751001540302,0.5043118018798229,0.2921614749842777,0.61834086521419,0.473367400373241,0.076599449162922,0.0011398953986317,1.6501100985637526e-05,5.3375519693194216,-1.2484343326253595,-0.2654492116723556,-0.9042413600998476,-0.3935581780229886,ses_census_employment_share
vasteras,Västerås,SE,1,False,193509.97334816027,0.4534821630586405,0.1675454067591531,0.3265734393502128,0.4776075445878504,3.731173543180221,0.6245846480020797,0.3995836157635308,0.1510341052376375,0.3869932401434239,0.6315504457655298,0.1097314222602669,0.2798454916376816,0.4592489843957351,0.2942542713675636,0.6529972473499412,0.5218394064558793,0.0284522993965247,0.0013237313304685,0.0007424639051166,5.286703353119543,-1.278605525924164,0.5159793279979021,-0.9402859179279692,0.347879830988211,ses_census_employment_share
norrkoping,Norrköping,SE,1,False,193317.2507661758,0.44531812576101,0.278605875066183,0.4224852344224397,0.5599740180499065,5.110642342862953,0.5538117739976658,0.3923215266481728,0.1374887836274668,0.3536092912233153,0.5310425615626923,0.134989662540904,0.364671054336504,0.5220847582249167,0.3434981382122942,0.6042614545476834,0.4648271869941421,0.1726297039654669,0.0425249438385489,0.0034984536919717,5.28627061025347,-0.9925101247027392,0.5997878018478687,-0.6481182381692525,0.3249512445321597,ses_census_employment_share
lahti,Lahti,FI,1,False,191531.8847108381,0.4952402123952053,0.3187852191346615,0.3526544430179275,0.4447766989093415,3.494654678779076,0.4994161679901657,0.3858568977119098,0.0921222558914139,0.3455095694633601,0.541614072395539,0.1280849496308929,0.3402651837949798,0.4515809661680779,0.2730943450031124,0.7401006766348863,0.5427418066725019,0.2212175361034766,0.0274173965341845,0.0002591858499,5.282241082227937,-0.8808984836233736,0.3363267230251126,-0.7329840694233428,0.2457176147609406,ses_census_employment_share
landshut,Landshut,DE,1,False,168616.51217040513,0.3644281107501014,0.1008982194666968,0.4922422161247943,0.4383321751980949,3.477670086602644,0.4879241386214915,0.3896772689265577,-0.0539100409266994,0.3612797406318427,0.5690784330028636,0.1365213760137945,0.3766550789180369,0.59839761392132,0.2844114696758157,0.4180825776379397,0.3241423782066447,0.0007169573974199,0.0,0.0,5.226900101684655,-1.2835604152984617,,-1.1182265746342774,,
sittard_geleen,Sittard-Geleen,NL,1,False,165543.70719471667,0.4395254878097137,0.1229096406820126,0.3161543713293568,0.2722614905159293,1.5800341158354356,0.3078264668763749,0.3575128070241296,-0.0438928808134275,0.2866523145912479,0.4016829270957145,0.1038015300041419,0.2666824676394112,0.4718530390132096,0.1664717016707963,0.5596505755231458,0.4089482252793653,6.594193825363106e-05,3.841698286711442e-05,3.841698286711442e-05,5.218912676585804,-1.1506348417394054,0.1213033598465274,-0.6943496375500738,0.3270942662470457,ses_census_employment_share
arezzo,Arezzo,IT,1,False,146788.4912635418,0.3807935202793862,0.1513695302738471,0.4122009722720649,0.4476864512551661,2.855678562195552,0.4495281793537846,0.3889257061341915,0.0354854789831011,0.3430006017674813,0.521655703540637,0.1003732222087038,0.251299232741051,0.5144638443919375,0.3016667595827969,0.5983790667198168,0.389123709326282,0.0091086865972809,0.0,0.0,5.166692006692655,-0.958461084068553,0.3333928428798448,-0.7463037127950205,0.1352369849776209,ses_census_employment_share
lomza,Łomża,PL,1,False,117254.96934908676,0.4840477205838986,0.1507865476467539,0.4170304864916406,0.6213694205784263,8.97499718023034,0.7430488572566343,0.4342968762609722,0.2043389340867856,0.4295594974839829,0.7494583752920504,0.1504820428235826,0.4352119534377053,0.5415281611366594,0.4238662323732041,0.4808753332908507,0.4508774172323671,0.0696196874926476,0.0098876838073538,0.0,5.069131257486517,-1.1734267820450954,0.5373195161120206,-1.0030559301607416,0.2482169717102605,ses_census_employment_share
talavera_de_la_reina,Talavera de la Reina,ES,1,False,101050.11686637672,0.3777154021336303,0.1317125474295413,0.5217710882839294,0.4542728329005948,3.251098240654406,0.6626498868532056,0.4055400957319547,-0.0674982553833346,0.4150198499624907,0.6880840314668745,0.1451972262661227,0.4211916649006982,0.6222379237068894,0.2884464360378235,0.4047444100720797,0.3722978507383305,0.0110680668067758,0.0004705828443949,0.0,5.004536820121419,-1.029405216224547,0.4370606236589703,-0.8542262796981309,0.2197236491060299,ses_census_employment_share
