outcome,n_cities,n_countries,cohen_f_city,F_city,p_city_anova_anticonservative,F_country_means,p_country_anova,p_permutation_countries,p_mixed_model,inference
spearman_rho,62,23,0.511442751804637,5.057091308554326,0.0035198751438077405,6.686617701647909,0.002873163687884937,0.0047995200479952005,0.0015203826135651568,region is country-level; permutation over countries is the primary test
gini_everyday,62,23,0.6117782043281833,7.235936378292987,0.00033178516646968284,1.5131656082686036,0.24332867076160694,0.2405759424057594,0.03624564754043426,region is country-level; permutation over countries is the primary test
gini_emergency,62,23,0.7368364421917946,10.496606889142651,1.2976482532541165e-05,6.293617821811397,0.003796656986314988,0.0059994000599940004,2.3385252160577206e-05,region is country-level; permutation over countries is the primary test
divergence_gap,62,23,0.7103711586828787,9.756125539710146,2.6317394448896437e-05,4.672986694994643,0.013109208768347497,0.013498650134986502,0.0004714224982055513,region is country-level; permutation over countries is the primary test
compounding_pop_share_50,62,23,0.5213829403300285,5.2555766290322765,0.002819415199838565,7.796816222223022,0.0013609403197055,0.0018998100189981002,0.18808657985797533,region is country-level; permutation over countries is the primary test
compounding_intensity,62,23,0.5150288908222876,5.128258662044951,0.003250177977674752,6.8943025353118434,0.0024874091227155364,0.0036996300369963003,0.001595385021298676,region is country-level; permutation over countries is the primary test
