typology,n_cells,population,population_share,unclassified_pop_share,threshold
LL,31461,1349440.0004955633,0.6187841461425497,9.409472397769646e-05,0.75
LH,14173,286138.0657141153,0.1312082779573509,9.409472397769646e-05,0.75
HL,33327,282559.7526370245,0.12956744664864123,9.409472397769646e-05,0.75
HH,54150,262654.9647238895,0.12044012925145822,9.409472397769646e-05,0.75
