typology,n_cells,population,population_share,unclassified_pop_share,threshold
LL,10556,666105.8654105249,0.30544207153873454,9.409472397769646e-05,0.5
LH,16569,424272.3515786177,0.1945495944295819,9.409472397769646e-05,0.5
HL,17334,421111.62232215446,0.1931002456971965,9.409472397769646e-05,0.5
HH,88652,669302.9442592955,0.3069080883344872,9.409472397769646e-05,0.5
