typology,n_cells,population,population_share,unclassified_pop_share,threshold
LL,9507,530765.7278935891,0.3930765670489144,4.00606884883627e-07,0.5
LH,8926,144384.33161027543,0.10692871529263002,4.00606884883627e-07,0.5
HL,7472,143725.87427558796,0.10644107237398434,4.00606884883627e-07,0.5
HH,103255,531409.9198861532,0.39355364528447123,4.00606884883627e-07,0.5
