column,n_cells,cell_share,pop_share,n_distinct
ses_census_employment_share,126472,0.9791810221351647,0.9772442460584241,1620
ses_census_foreign_born_share,52926,0.4097676543228993,0.6978794584732331,720
ses_census_share_ge65,124961,0.9674824443911088,0.9732279724880943,1822
ses_census_share_u15,124971,0.9675598671425585,0.9719133481889287,1793
