typology,n_cells,population,population_share,unclassified_pop_share,threshold
LL,22785,940006.5484144093,0.6137655644924856,9.78175199908467e-05,0.75
LH,14436,208658.19454118385,0.1362407685080223,9.78175199908467e-05,0.75
HL,15016,207655.4692900211,0.13558605154796613,9.78175199908467e-05,0.75
HH,25170,175219.84603655394,0.11440761545152596,9.78175199908467e-05,0.75
