column,n_cells,cell_share,pop_share,n_distinct
ses_census_employment_share,77197,0.9967205071593652,0.9998547790608244,1118
ses_census_foreign_born_share,77216,0.996965823552956,0.9998832168843576,1118
ses_census_share_ge65,77216,0.996965823552956,0.9998832168843576,1200
ses_census_share_u15,77216,0.996965823552956,0.9998832168843576,1153
