typology,n_cells,population,population_share,unclassified_pop_share,threshold
LL,3131,148324.58423769288,0.632113418661307,3.576247142572889e-06,0.75
LH,1030,27665.971761182416,0.11790379916065231,3.576247142572889e-06,0.75
HL,2101,25888.997984001413,0.11033088752946006,3.576247142572889e-06,0.75
HH,3640,32769.1338298507,0.13965189464858066,3.576247142572889e-06,0.75
