regime,weighted_mean,gini,units,concentration_index,concentration_ses_col
everyday,0.2187541733231913,0.45780346748480366,DLF: fraction of the saturation ceiling Lmax,0.08685771221899787,ses_census_employment_share
emergency,0.6369565545851148,0.3501711224201959,DCF: multiples of g(15 min) [anchored],0.12010472223227413,ses_census_employment_share
