typology,n_cells,population,population_share,unclassified_pop_share,threshold
LL,1666,47717.948613604996,0.28826613731949796,5.650420199129408e-05,0.5
LH,1414,35050.24546519015,0.21174000907218155,5.650420199129408e-05,0.5
HL,2288,35045.579302384984,0.21171182058614998,5.650420199129408e-05,0.5
HH,5550,47720.57989846682,0.28828203302217054,5.650420199129408e-05,0.5
