regime,weighted_mean,gini,units,concentration_index,concentration_ses_col
everyday,0.4194354420274036,0.28343380992996375,DLF: fraction of the saturation ceiling Lmax,0.08542606496108077,ses_census_employment_share
emergency,0.13292247133061774,0.38655998106610717,DCF: multiples of g(45 min) [anchored],0.08765143806143892,ses_census_employment_share
