typology,n_cells,population,population_share,unclassified_pop_share,threshold
LL,6904,159432.25714537594,0.6293052033794319,0.0,0.75
LH,2097,30582.300061680377,0.12071334185890478,0.0,0.75
HL,6239,29893.70364533644,0.11799533914356634,0.0,0.75
HH,7790,33438.21759591624,0.13198611561809703,0.0,0.75
