typology,n_cells,population,population_share,unclassified_pop_share,threshold
LL,17136,787895.8356028879,0.5873027839490997,0.0002534428821402451,0.75
LH,6435,218288.42725526774,0.16271364213112158,0.0002534428821402451,0.75
HL,14028,217429.34757419024,0.16207327843641456,0.0002534428821402451,0.75
HH,12165,117936.02484262176,0.08791029548336411,0.0002534428821402451,0.75
