regime,weighted_mean,gini,units,concentration_index,concentration_ses_col
everyday,0.1678637520114516,0.4892694303746539,DLF: fraction of the saturation ceiling Lmax,0.135350299322505,ses_census_employment_share
emergency,0.1510253979580921,0.27851495157909456,DCF: multiples of g(45 min) [anchored],-0.09569422803501229,ses_census_employment_share
