regime,weighted_mean,gini,units,concentration_index,concentration_ses_col
everyday,0.2396435799915643,0.36698011406659187,DLF: fraction of the saturation ceiling Lmax,-0.02238906532097415,ses_census_employment_share
emergency,0.17607089544512908,0.40869672635147336,DCF: multiples of g(45 min) [anchored],0.001246330883273339,ses_census_employment_share
