typology,n_cells,population,population_share,unclassified_pop_share,threshold
LL,2448,236743.00240486348,0.2893813447685621,0.00012405641934659648,0.5
LH,7508,172376.38951530354,0.2107032136011436,0.00012405641934659648,0.5
HL,7328,172021.83824662352,0.21026983005072059,0.00012405641934659648,0.5
HH,82240,236959.1991964185,0.2896456115795737,0.00012405641934659648,0.5
