regime,weighted_mean,gini,units,concentration_index,concentration_ses_col
everyday,0.250663209783172,0.5035316184570409,DLF: fraction of the saturation ceiling Lmax,0.08075479450572978,ses_census_employment_share
emergency,1.3912488620897367,0.45312595172616754,DCF: multiples of g(15 min) [anchored],-0.10580775275232336,ses_census_employment_share
