level,regime,service,n_facilities,pop_mean_time_min,pop_median_time_min,pop_p90_time_min_reachable,pop_share_beyond_15min,pop_share_beyond_30min,pop_service_deprived_share,unreachable_pop_share,mean_deprivation,pop_share_beyond_45min,pop_share_beyond_60min
service,everyday,gp,2186.0,6.335894954673085,5.0192684534444485,14.452087641604816,0.15405444199857918,0.07479635040726865,0.0741184612080239,6.579825546634008e-05,0.2182477174596151,,
service,everyday,pharmacy,939.0,5.868938444508523,5.056483061117669,11.754098142549747,0.10045212596172748,0.07169602423009987,0.07162660904420833,6.579825546634008e-05,0.18748570586269178,,
service,everyday,supermarket,1939.0,4.398345733645524,3.704276898439534,9.05532936604782,0.0563228671340178,0.04816278286442521,0.048096924937480114,6.579825546634008e-05,0.1256953681786698,,
service,everyday,school_primary,1597.0,5.523242950816644,4.924757357132572,10.473760903626859,0.0667222825387741,0.050340423479278106,0.05024854032316132,6.579825546634008e-05,0.15432151996968374,,
service,everyday,school_secondary,1597.0,5.523242950816644,4.924757357132572,10.473760903626859,0.0667222825387741,0.050340423479278106,0.05024854032316132,6.579825546634008e-05,0.15432151996968374,,
service,everyday,green_space_local,3845.0,3.8523086258801365,3.1258765888082185,8.525218936503107,0.045042730037307806,0.03931749604319872,0.03925169778773238,6.579825546634008e-05,0.10671134728473927,,
service,everyday,green_space_district,3845.0,3.8523086258801365,3.1258765888082185,8.525218936503107,0.045042730037307806,0.03931749604319872,0.03925169778773238,6.579825546634008e-05,0.10671134728473927,,
service,emergency,emergency_dept_hospital,39.0,11.667410849186284,9.0,22.0,,0.03971385349774279,0.00031105154246522575,6.579825546634008e-05,0.12586538554926852,0.005495219810365407,0.0003868568905642848
service,emergency,ambulance_station,98.0,8.000117412045784,8.0,13.0,,0.0007336308959855225,0.00019527718477086733,6.579825546634008e-05,0.05953220620416805,0.000319416890952506,0.0002674745481019254
