column,n_cells,cell_share,pop_share,n_distinct
ses_census_employment_share,81,0.0003881206336428715,5.14828505389186e-05,1
ses_census_foreign_born_share,192479,0.9222848326289662,0.9903656457852915,2423
ses_census_share_ge65,192479,0.9222848326289662,0.9903656457852915,2664
ses_census_share_u15,192479,0.9222848326289662,0.9903656457852915,2484
