typology,n_cells,population,population_share,unclassified_pop_share,threshold
LL,52703,2986688.262155912,0.612612008556862,6.579825546643559e-05,0.75
LH,30853,669815.9880164571,0.1373887335285748,6.579825546643559e-05,0.75
HL,29831,657804.0321628493,0.1349249114767671,6.579825546643559e-05,0.75
HH,95169,561025.8940086183,0.1150743464377962,6.579825546643559e-05,0.75
