regime,weighted_mean,gini,units,concentration_index,concentration_ses_col
everyday,0.2550482847423372,0.5336677565578534,DLF: fraction of the saturation ceiling Lmax,0.10354457722971772,ses_census_employment_share
emergency,0.2373664538118569,0.49117567992918126,DCF: multiples of g(45 min) [anchored],-0.004558074143132795,ses_census_employment_share
