column,n_cells,cell_share,pop_share,n_distinct
ses_census_employment_share,81322,0.9645136039091966,0.9813805202975991,968
ses_census_foreign_born_share,33799,0.4008705553051688,0.7127901730591077,403
ses_census_share_ge65,77971,0.9247693147045568,0.9731704446913807,1082
ses_census_share_u15,78321,0.9289204639798847,0.9745543593445315,1079
