typology,n_cells,population,population_share,unclassified_pop_share,threshold
LL,5383,324591.32437230647,0.31035067125670524,0.0,0.5
LH,6328,198358.2954172711,0.18965580873466548,0.0,0.5
HL,7392,198638.93416865775,0.18992413514493514,0.0,0.5
HH,65211,324297.1309604938,0.3100693848636942,0.0,0.5
