typology,n_cells,population,population_share,unclassified_pop_share,threshold
LL,5489,178826.29961025855,0.30024272927649026,0.00011988444951181108,0.5
LH,5042,118974.51108121872,0.1997537945996393,0.00011988444951181108,0.5
HL,8350,118367.2301507718,0.19873419242483428,0.00011988444951181108,0.5
HH,25173,179437.72133952007,0.30126928369903616,0.00011988444951181108,0.5
