typology,n_cells,population,population_share,unclassified_pop_share,threshold
LL,2591,103444.18394838087,0.31251282152006615,0.002327557092087745,0.5
LH,3295,62067.12854846846,0.18750956047958778,0.002327557092087745,0.5
HL,3703,66623.47129493812,0.20127462172481217,0.002327557092087745,0.5
HH,15048,98873.02396863373,0.29870299627553387,0.002327557092087745,0.5
