typology,n_cells,population,population_share,unclassified_pop_share,threshold
LL,7646,146260.68446123984,0.6116299052802496,0.0007212551675557599,0.75
LH,3155,32879.67313108973,0.13749553707403395,0.0007212551675557599,0.75
HL,4205,33874.49127972612,0.14165564703292582,0.0007212551675557599,0.75
HH,6604,26117.808309288303,0.10921891061279057,0.0007212551675557599,0.75
