regime,weighted_mean,gini,units,concentration_index,concentration_ses_col
everyday,0.5050923761396429,0.40675448601411474,DLF: fraction of the saturation ceiling Lmax,-0.1507481975875893,ses_census_employment_share
emergency,1.2333211362688006,0.49976802920139957,DCF: multiples of g(15 min) [anchored],-0.2600551754680496,ses_census_employment_share
