column,n_cells,cell_share,pop_share,n_distinct
ses_census_employment_share,154,0.0011051785509243312,0.00015003512248357314,1
ses_census_foreign_born_share,131089,0.9407581237799977,0.9848118871957995,2064
ses_census_share_ge65,131089,0.9407581237799977,0.9848118871957995,2062
ses_census_share_u15,131089,0.9407581237799977,0.9848118871957995,2011
