regime,weighted_mean,gini,units,concentration_index,concentration_ses_col
everyday,0.33468921808483176,0.5236628261760937,DLF: fraction of the saturation ceiling Lmax,-0.37112828468412296,ses_census_employment_share
emergency,0.47631410238829996,0.7741464934123725,DCF: multiples of g(45 min) [anchored],-0.6438037223669457,ses_census_employment_share
