typology,n_cells,population,population_share,unclassified_pop_share,threshold
LL,39506,2134306.8677621167,0.6891316189345902,0.013821215276795735,0.75
LH,13243,188512.94138958072,0.06086764300493394,0.013821215276795735,0.75
HL,25048,189189.41880041803,0.06108606612878014,0.013821215276795735,0.75
HH,92189,585086.8987091361,0.1889146719316958,0.013821215276795735,0.75
