typology,n_cells,population,population_share,unclassified_pop_share,threshold
LL,18633,490066.8195031248,0.6574572777964847,0.0,0.75
LH,5512,68990.43168779952,0.09255525901029867,0.0,0.75
HL,8887,68854.98399079079,0.09237354690367319,0.0,0.75
HH,20230,117484.97320514615,0.1576139162895435,0.0,0.75
