regime,weighted_mean,gini,units,concentration_index,concentration_ses_col
everyday,0.2862524114839785,0.5608739009924156,DLF: fraction of the saturation ceiling Lmax,-0.12298360291574988,ses_census_employment_share
emergency,1.1427052617510882,0.45664273179957915,DCF: multiples of g(15 min) [anchored],-0.14954269569338766,ses_census_employment_share
