typology,n_cells,population,population_share,unclassified_pop_share,threshold
LL,32648,4270856.74294806,0.33151974919791666,0.0002808203767302321,0.5
LH,38740,2170504.4869589326,0.16848261284757615,0.0002808203767302321,0.5
HL,39165,2161111.3562747585,0.16775348318670835,0.0002808203767302321,0.5
HH,335768,4280189.014766696,0.33224415476779895,0.0002808203767302321,0.5
