level,regime,service,n_facilities,pop_mean_time_min,pop_median_time_min,pop_p90_time_min_reachable,pop_share_beyond_15min,pop_share_beyond_30min,pop_service_deprived_share,unreachable_pop_share,mean_deprivation,pop_share_beyond_8min,pop_share_beyond_45min,pop_share_beyond_60min
everyday,everyday,everyday,,10.945136342680083,3.5379396855449587,29.306325566757046,0.16878212308559268,0.10599665697397462,0.012156442707770625,0.00028082037673008754,0.13516340204154267,,,
emergency,emergency,emergency,,10.741785711151163,9.0,18.5,0.18049803664591116,0.019093600669358442,0.00010046956332874856,0.00028082037673008754,0.7290459300502455,0.5616272962666833,0.002423229141661857,0.0009505418404539069
