typology,n_cells,population,population_share,unclassified_pop_share,threshold
LL,13007,761179.8743170253,0.3122369382727572,0.00020926711473145742,0.5
LH,13096,457787.5264869137,0.18778501701451986,0.00020926711473145742,0.5
HL,16855,455414.18588066613,0.18681146972382454,0.00020926711473145742,0.5
HH,55094,763446.1685058782,0.3131665749888983,0.00020926711473145742,0.5
