city,name,country,tier,synthetic,population,mean_everyday,mean_emergency,gini_everyday,gini_emergency,p90_p50_ratio_emergency,spearman_rho,compounding_intensity,divergence_gap,compounding_pop_share_50,jaccard_high_50,compounding_pop_share_75,jaccard_high_75,gini_t_everyday,gini_t_emergency,pop_share_beyond_everyday_15,pop_share_beyond_everyday_30,pop_share_beyond_emergency_30,pop_share_beyond_emergency_45,pop_share_beyond_emergency_60
koeln,Köln,DE,2,False,2438338.0191524914,0.19172215087624891,0.01684536157865126,0.5590299296985124,0.5311335654866681,3.8632878182469508,0.44756451473070297,0.3812247293655467,-0.02789636421184427,0.3236592945719751,0.4785374297349876,0.12452358188157525,0.3317741791034087,0.661207923937406,0.3723268881254972,0.1864961773263135,0.139447503522219,2.4059446240155e-07,0.0,0.0
