level,regime,service,n_facilities,pop_mean_time_min,pop_median_time_min,pop_p90_time_min_reachable,pop_share_beyond_15min,pop_share_beyond_30min,pop_service_deprived_share,unreachable_pop_share,mean_deprivation,pop_share_beyond_8min,pop_share_beyond_45min,pop_share_beyond_60min
everyday,everyday,everyday,,17.09362680511685,5.704081430612148,54.3,0.23342538454959827,0.20940239665493388,0.021765623241468413,0.0,0.2232302532624916,,,
emergency,emergency,emergency,,10.523065287606292,10.5,15.0,0.09713796396037497,0.0014799557310975562,0.0008401337629883798,0.0,0.6902561041674846,0.6933241973701095,0.001444067733080562,0.001444067733080562
