typology,n_cells,population,population_share,unclassified_pop_share,threshold
LL,11974,298180.4203576767,0.6191362243068841,0.0,0.75
LH,4846,63033.43957203999,0.1308814500123641,0.0,0.75
HL,8113,62784.00687147328,0.1303635326378353,0.0,0.75
HH,9676,57609.263667530846,0.1196187930429166,0.0,0.75
