city,name,country,tier,synthetic,population,mean_everyday,mean_emergency,gini_everyday,gini_emergency,p90_p50_ratio_emergency,spearman_rho,compounding_intensity,divergence_gap,compounding_pop_share_50,jaccard_high_50,compounding_pop_share_75,jaccard_high_75,gini_t_everyday,gini_t_emergency,pop_share_beyond_everyday_15,pop_share_beyond_everyday_30,pop_share_beyond_emergency_30,pop_share_beyond_emergency_45,pop_share_beyond_emergency_60
vasteras,Västerås,SE,1,False,193509.97334816027,0.45348216305864053,0.16754540675915314,0.3265734393502128,0.4776075445878504,3.731173543180221,0.6245846480020797,0.39958361576353085,0.15103410523763755,0.3869932401434239,0.6315504457655298,0.10973142226026697,0.2798454916376816,0.4592489843957351,0.2942542713675636,0.6529972473499412,0.5218394064558793,0.028452299396524765,0.0013237313304685656,0.0007424639051166775
