typology,n_cells,population,population_share,unclassified_pop_share,threshold
LL,5131,117619.57362796785,0.6078856885701156,0.00010515652131883467,0.75
LH,2087,27510.51927631721,0.14218084998421582,0.00010515652131883467,0.75
HL,5267,27127.63991787331,0.14020203918540156,0.00010515652131883467,0.75
HH,8279,21231.891690364107,0.10973142226026697,0.00010515652131883467,0.75
