typology,n_cells,population,population_share,unclassified_pop_share,threshold
LL,8253,1853356.7529770331,0.3129078982269414,0.0038177121074457524,0.5
LH,14323,1108195.4600601727,0.18710003439708198,0.0038177121074457524,0.5
HL,14208,1128323.4131581057,0.19049829837910698,0.0038177121074457524,0.5
HH,106424,1833134.8298490306,0.30949376899686953,0.0038177121074457524,0.5
