regime,weighted_mean,gini,units,concentration_index,concentration_ses_col
everyday,0.17482298114315892,0.5446634982689611,DLF: fraction of the saturation ceiling Lmax,-0.019129382584016686,ses_census_employment_share
emergency,0.842344459603607,0.4183965877764759,DCF: multiples of g(15 min) [anchored],-0.011227923246445684,ses_census_employment_share
