column,n_cells,cell_share,pop_share,n_distinct
ses_census_employment_share,6244,0.6116172005093545,0.8719175210074109,92
ses_census_foreign_born_share,6527,0.6393378391615241,0.9135239209128604,86
ses_census_share_ge65,6527,0.6393378391615241,0.9135239209128604,94
ses_census_share_u15,6527,0.6393378391615241,0.9135239209128604,84
