typology,n_cells,population,population_share,unclassified_pop_share,threshold
LL,2009,66197.47803325835,0.6552704187525767,0.00026692320609589596,0.75
LH,1530,9448.954062768025,0.09353256754544526,0.00026692320609589596,0.75
HL,2256,10708.431816093624,0.1059997874358553,0.00026692320609589596,0.75
HH,4384,14668.280333086383,0.14519722626612272,0.00026692320609589596,0.75
