regime,weighted_mean,gini,units,concentration_index,concentration_ses_col
everyday,0.19078214209908467,0.5332013796626679,DLF: fraction of the saturation ceiling Lmax,-0.07673221239568974,ses_census_employment_share
emergency,0.6246429199599949,0.4385771598610384,DCF: multiples of g(15 min) [anchored],-0.10786314217000205,ses_census_employment_share
