typology,n_cells,population,population_share,unclassified_pop_share,threshold
LL,13167,460670.5377044859,0.6355663750100609,0.009651430515599857,0.75
LH,9584,82958.01171766054,0.1144534292298464,0.009651430515599857,0.75
HL,13586,82216.93344985643,0.113430996949688,0.009651430515599857,0.75
HH,63525,98973.4437069773,0.1365491988104047,0.009651430515599857,0.75
