typology,n_cells,population,population_share,unclassified_pop_share,threshold
LL,14647,455742.2775520503,0.66244510175441,0.00029067924349663145,0.75
LH,4478,60229.32568891486,0.0875464571750991,0.00029067924349663145,0.75
HL,8926,59945.2443555966,0.08713353018318742,0.00029067924349663145,0.75
HH,24295,112053.0329944021,0.16287491088730355,0.00029067924349663145,0.75
