typology,n_cells,population,population_share,unclassified_pop_share,threshold
LL,3044,172399.3290065463,0.5777409811574731,0.0,0.75
LH,946,51382.17714577456,0.1721908641365981,0.0,0.75
HL,3371,51456.64347185291,0.17244041411187708,0.0,0.75
HH,3404,23164.308621307537,0.07762774059405159,0.0,0.75
