column,n_cells,cell_share,pop_share,n_distinct
ses_census_employment_share,10033,0.9320018578727357,0.9980201869889549,173
ses_census_foreign_born_share,10092,0.9374825824431027,0.9980488269716097,170
ses_census_share_ge65,10092,0.9374825824431027,0.9980488269716097,188
ses_census_share_u15,10092,0.9374825824431027,0.9980488269716097,179
