typology,n_cells,population,population_share,unclassified_pop_share,threshold
LL,7607,668844.5207552239,0.40753472563134663,0.00408984262315104,0.5
LH,2787,151810.25928015728,0.0924997521006892,0.00408984262315104,0.5
HL,3405,148795.36950903013,0.09066274478799162,0.00408984262315104,0.5
HH,66981,671746.2410676037,0.40930277747997257,0.00408984262315104,0.5
