regime,weighted_mean,gini,units,concentration_index,concentration_ses_col
everyday,0.1602777705767522,0.5700091477016413,DLF: fraction of the saturation ceiling Lmax,0.06446973600259595,ses_census_employment_share
emergency,1.0621467112334173,0.43294674776957615,DCF: multiples of g(15 min) [anchored],-0.03614973605508858,ses_census_employment_share
