outcome,n_cities,n_countries,cohen_f_city,F_city,p_city_anova_anticonservative,F_country_means,p_country_anova,p_permutation_countries,p_mixed_model,inference
spearman_rho,67,24,0.5058655171311737,5.373898349870186,0.002335131952462747,7.592921613120872,0.0013990254088754408,0.0015998400159984002,0.001052665464068301,region is country-level; permutation over countries is the primary test
gini_everyday,67,24,0.553232416684858,6.427388244290344,0.0007230228527216325,1.3380285646264485,0.29018611477037765,0.2793720627937206,0.08218906592930658,region is country-level; permutation over countries is the primary test
gini_emergency,67,24,0.7430041445061282,11.593158333818929,3.804784084974062e-06,7.174113220885696,0.0018635976363079471,0.0021997800219978004,8.440432114390978e-06,region is country-level; permutation over countries is the primary test
divergence_gap,67,24,0.6870373397501068,9.912426430428976,1.923072599123544e-05,4.9585305287972705,0.009835903537299703,0.0100989901009899,0.0005385109895745704,region is country-level; permutation over countries is the primary test
compounding_pop_share_50,67,24,0.5277421554383404,5.848747435160801,0.0013705082360426343,8.69603343849801,0.0006815565733838037,0.0007999200079992001,0.004657840225643125,region is country-level; permutation over countries is the primary test
compounding_intensity,67,24,0.5111697889102859,5.487185614986293,0.002054998618037466,7.641681408449077,0.0013537845004183264,0.0022997700229977,0.00096704748713567,region is country-level; permutation over countries is the primary test
