city,name,country,regime,service,n_facilities,pop_median_time_min,pop_mean_time_min,pop_share_beyond_15min,pop_share_beyond_30min,pop_service_deprived_share,unreachable_pop_share
milano,Milano,IT,everyday,green_space_district,4143.0,2.2237581338830363,2.805168147097062,0.0083276734162369,0.0066463419087771,0.0066435222436411,0.0
munchen,München,DE,everyday,green_space_district,1968.0,2.9517746596496077,3.62860625048475,0.0925848993942393,0.0884270570334836,0.0880580043884445,0.000369052645039
napoli,Napoli,IT,everyday,green_space_district,1738.0,6.00819366105017,6.949454201809788,0.1125391151127967,0.0297268519226817,0.0280664785843179,0.0
norrkoping,Norrköping,SE,everyday,green_space_district,161.0,4.118770908208848,5.378693860193367,0.2916776871225798,0.2544179348570411,0.2457574348057017,0.0086530587245269
oslo,Oslo,NO,everyday,green_space_district,1348.0,3.701050665967081,4.451831458351755,0.1253446790059483,0.1193217393006251,0.118599674377123,0.000722064923502
palermo,Palermo,IT,everyday,green_space_district,189.0,5.674241744947141,6.479099478913759,0.1957774151691258,0.1557287177747313,0.1556490041078763,2.353952749810184e-06
palma_de_mallorca,Palma de Mallorca,ES,everyday,green_space_district,657.0,2.001959051492633,3.3516054405232643,0.1112881252099736,0.1001375986201061,0.0999197862175413,0.0001240564193465
paris,Paris,FR,everyday,green_space_district,6596.0,2.684766514875963,3.3163097608674774,0.0560932667250331,0.0528358887548229,0.0525550683780928,0.00028082037673
porto,Porto,PT,everyday,green_space_district,582.0,6.996442900578364,7.706749681613387,0.1578994423878914,0.0853712826080493,0.0846407573627976,9.78175199907707e-05
praha,Praha,CZ,everyday,green_space_district,1856.0,2.653279522503202,3.786216042910612,0.1235552446862203,0.1111227918117283,0.1107409584129714,0.0003501534172989
riga,Rīga,LV,everyday,green_space_district,638.0,6.733331151261483,7.639689677913723,0.2699002502770014,0.2011502014565298,0.1907616827135524,0.0101002097830844
roma,Roma,IT,everyday,green_space_district,2208.0,3.263335075171382,4.158978602128521,0.0986018297473163,0.0869110741979955,0.0866614244340185,0.0002464793215012
sittard_geleen,Sittard-Geleen,NL,everyday,green_space_district,56.0,8.621104886907489,10.27942811532138,0.3510088621709548,0.1794800109435992,0.1727097257400338,5.650420199129408e-05
sofia,Sofia,BG,everyday,green_space_district,711.0,3.536867642164917,4.606848329293644,0.1151365576316843,0.0976808229942633,0.0935732484680181,0.0040638430395907
stavanger,Stavanger,NO,everyday,green_space_district,377.0,3.747718110489745,5.190385990138428,0.1943969491243695,0.1378457057723179,0.1354345667682576,0.0023275570920877
stockholm,Stockholm,SE,everyday,green_space_district,2775.0,2.499417668867532,3.62882252797982,0.0736790482065374,0.0613266328485782,0.0590491717200389,0.0022773477825569
szeged,Szeged,HU,everyday,green_space_district,239.0,2.9652292565226097,3.918969165051581,0.1462441163739695,0.133128863887618,0.1329819580122896,7.912695031528352e-05
talavera_de_la_reina,Talavera de la Reina,ES,everyday,green_space_district,89.0,0.4841375713697193,2.6474775940766144,0.2457033297073134,0.2224915443518626,0.2209253204444287,0.0002669232060958
tallinn,Tallinn,EE,everyday,green_space_district,390.0,5.071203498602391,6.333909626415621,0.2235018800471367,0.1778061528548625,0.1647654720207851,0.0096514305155998
toulon,Toulon,FR,everyday,green_space_district,229.0,6.6356827483782,7.640002532296218,0.2189062424951458,0.1287376203415806,0.1260566594396426,0.0007117881025811
turku,Turku,FI,everyday,green_space_district,1452.0,2.3717685444861525,3.608767624682134,0.1416299474914019,0.1273232218763483,0.1169370176101172,0.0103862042662311
vasteras,Västerås,SE,everyday,green_space_district,191.0,5.010790531337776,6.110775367268866,0.213670716779573,0.165143521108766,0.1647807438859185,0.0001051565213188
vicenza,Vicenza,IT,everyday,green_space_district,457.0,3.1957494598682725,4.179303540991468,0.0597179236027261,0.0459195363178639,0.0457685708916317,0.0
vilnius,Vilnius,LT,everyday,green_space_district,281.0,5.276104745126638,6.174137668889529,0.3985112622472018,0.3722785675930081,0.3313036995847516,0.0408371602762756
warszawa,Warszawa,PL,everyday,green_space_district,1330.0,4.722608842604132,5.477914309724598,0.1335856045105823,0.11543555741563,0.1113843419719145,0.0039568237154788
wroclaw,Wrocław,PL,everyday,green_space_district,899.0,3.253822439041235,3.923726287948035,0.056467133259795,0.0502361570052394,0.050231124584701,5.032420538371682e-06
zagreb,Zagreb,HR,everyday,green_space_district,713.0,3.714549946827365,5.2218321506153815,0.246727234972737,0.2120147884504506,0.2109284670323743,0.0004933468398991
zilina,Žilina,SK,everyday,green_space_district,94.0,6.578239994986707,7.020645645300028,0.3770113570896379,0.3394041513506519,0.3393004986162811,7.047339346332587e-05
aalborg,Aalborg,DK,everyday,green_space_local,342.0,3.870161205395316,4.7751894113821765,0.2079085937311497,0.1980290300433677,0.1931500073978999,0.0048790226454677
aarhus,Aarhus,DK,everyday,green_space_local,898.0,2.866074380896384,3.690081193383473,0.0790709839299027,0.0697903445392986,0.0692991804490749,9.747682019448447e-05
alicante,Alicante,ES,everyday,green_space_local,916.0,1.748671221505001,3.325984248490155,0.1623046645368177,0.1410534500230745,0.1407293544072867,0.0
amersfoort,Amersfoort,NL,everyday,green_space_local,75.0,6.040304823490739,6.933974471051667,0.0967891439011318,0.0393028569345961,0.038554760289698,3.576247142572889e-06
amsterdam,Amsterdam,NL,everyday,green_space_local,937.0,5.699323387977528,6.28588944981235,0.0943936840965097,0.0686876581196058,0.0684740876806395,0.0001947696890257
antwerpen,Antwerpen,BE,everyday,green_space_local,636.0,4.97059621339959,5.775847447384871,0.1603612590301738,0.1334356777891777,0.1333681112079017,0.0
apeldoorn,Apeldoorn,NL,everyday,green_space_local,66.0,7.903957661551523,8.382988335042004,0.2641298619031064,0.1891481201897563,0.1890956702278548,5.107407344433736e-05
arezzo,Arezzo,IT,everyday,green_space_local,129.0,2.7431895082730144,4.136314982279593,0.2281631414443606,0.2089758666149842,0.2089758666149842,0.0
athina,Athina,EL,everyday,green_space_local,3084.0,0.5948633288819476,1.7445177010512305,0.0278173048588864,0.0247128485291316,0.0242212801471791,0.0003269286847008
barcelona,Barcelona,ES,everyday,green_space_local,4458.0,1.1210163583650727,2.448824190605396,0.0393353601994927,0.032299243898771,0.0283008333751671,0.0038177121074459
berlin,Berlin,DE,everyday,green_space_local,3845.0,3.1258765888082185,3.852308625880137,0.0450427300373078,0.0393174960431987,0.0392516977877323,6.579825546634008e-05
bilbao,Bilbao,ES,everyday,green_space_local,1168.0,0.9506742775516516,2.0842967530286183,0.0360032720571441,0.032128512864511,0.0320537541403513,3.761587329364424e-06
braila,Brăila,RO,everyday,green_space_local,22.0,8.342830132700357,8.969533647644642,0.3404299186579586,0.2594556420130089,0.255846385419874,0.0005981650437556
bratislava,Bratislava,SK,everyday,green_space_local,1008.0,4.095342451986325,5.391679639200181,0.1901954297768869,0.1469081083872844,0.1436355892310424,8.834990078709413e-05
brno,Brno,CZ,everyday,green_space_local,688.0,2.902038151478089,3.980111980067704,0.1395132216788595,0.1256965162642077,0.1256946020822589,0.0
bruxelles,Bruxelles,BE,everyday,green_space_local,2395.0,2.8583748282135346,3.839472194563024,0.0841689260763803,0.0778091344356421,0.0777049253105464,9.721616120157184e-05
bucuresti,București,RO,everyday,green_space_local,758.0,4.014096085661283,4.829062709017008,0.24757914657531,0.2326246544479152,0.2187537430951259,0.0138212152767958
budapest,Budapest,HU,everyday,green_space_local,2450.0,3.3053414344410164,4.094643767237363,0.0533934636848415,0.0438093694511237,0.0433528019181154,0.0004442526655318
caserta,Caserta,IT,everyday,green_space_local,126.0,4.908480046937509,5.9792537445451766,0.0722636455771797,0.0222138634816145,0.0222007092608862,0.0
chemnitz,Chemnitz,DE,everyday,green_space_local,363.0,4.21137010837974,5.067048974435964,0.0968856593077678,0.0792422529516523,0.0792422529516523,0.0
cosenza,Cosenza,IT,everyday,green_space_local,99.0,4.0,5.213801243598591,0.3886747765721125,0.362908305047399,0.3610860093209399,0.0007212551675557
goteborg,Göteborg,SE,everyday,green_space_local,452.0,4.871549595602992,6.009567451319892,0.2657917366569851,0.2274767368894079,0.2252543110860284,0.0022224258033794
grenoble,Grenoble,FR,everyday,green_space_local,631.0,2.1569645119217946,3.1832980224693364,0.1158933946033609,0.1116194718571896,0.1113233902487069,0.0002906792434966
hamburg,Hamburg,DE,everyday,green_space_local,2036.0,4.3939285303172335,5.458959519432855,0.1552552899029831,0.1188930368728454,0.1167632316852801,0.0017298342956215
helsingborg,Helsingborg,SE,everyday,green_space_local,241.0,2.992470732906503,4.410321967034674,0.1180091208803571,0.0921015639680201,0.0918142247280242,0.0
helsinki,Helsinki,FI,everyday,green_space_local,3253.0,1.7371759523949828,2.7431396886938,0.094228031925133,0.0869398257545595,0.0842781125578079,0.0026568861195763
jaen,Jaén,ES,everyday,green_space_local,458.0,0.1143601725835852,1.764419187610223,0.1142949370460447,0.1014202261166626,0.1005307068867053,0.0005149201470868
katowice,Katowice,PL,everyday,green_space_local,507.0,5.68618096515282,6.418777587039949,0.0805437707665577,0.0382980297678408,0.0374804388688118,0.0002534428821402
kobenhavn,København,DK,everyday,green_space_local,3021.0,2.8142345110035074,3.546452514360363,0.0464820125170423,0.0388768362753991,0.038650142796112,9.409472397769646e-05
koeln,Köln,DE,everyday,green_space_local,874.0,5.656033304330399,6.512061967141743,0.1265062908661962,0.0811126051701442,0.0804863067411238,0.0002092671147314
krakow,Kraków,PL,everyday,green_space_local,504.0,5.425905775942426,6.180937359067968,0.2413905429736457,0.2180707862624377,0.2180703856555528,4.00606884883627e-07
lahti,Lahti,FI,everyday,green_space_local,213.0,4.21840266062144,5.11572292947184,0.2501738760146408,0.2314766982901771,0.2305790462345307,0.0008976520556464
landshut,Landshut,DE,everyday,green_space_local,56.0,6.447141670973473,7.528829080987332,0.35961659312618,0.3045851039480238,0.3044050324253018,0.0
lisboa,Lisboa,PT,everyday,green_space_local,2102.0,2.61131738067525,3.3373939877740044,0.047091229990606,0.0404393678802544,0.0404098725196328,2.4896942753291737e-05
ljubljana,Ljubljana,SI,everyday,green_space_local,482.0,4.332691720147476,5.447729577060821,0.3224406218779733,0.298422859702199,0.297593105433676,0.0008242001926261
lodz,Łódź,PL,everyday,green_space_local,322.0,6.005219279869378,6.748841616727033,0.1536734510003025,0.115640396101903,0.1156385487334151,0.0
lomza,Łomża,PL,everyday,green_space_local,50.0,7.0330786321960925,9.436008525397307,0.5366091190255567,0.3942572718065632,0.387250240964844,0.0
luxembourg,Luxembourg,LU,everyday,green_space_local,631.0,3.8276921969499225,4.679484043939912,0.0908058413148078,0.0753977630977648,0.0752743080609401,0.0001198844495118
madrid,Madrid,ES,everyday,green_space_local,7487.0,1.0800221937835242,2.6606174971967755,0.0467681997455209,0.0332183929786273,0.0328891507100578,0.0001414262031588
milano,Milano,IT,everyday,green_space_local,4143.0,2.2237581338830363,2.805168147097062,0.0083276734162369,0.0066463419087771,0.0066435222436411,0.0
munchen,München,DE,everyday,green_space_local,1968.0,2.9517746596496077,3.62860625048475,0.0925848993942393,0.0884270570334836,0.0880580043884445,0.000369052645039
napoli,Napoli,IT,everyday,green_space_local,1738.0,6.00819366105017,6.949454201809788,0.1125391151127967,0.0297268519226817,0.0280664785843179,0.0
norrkoping,Norrköping,SE,everyday,green_space_local,161.0,4.118770908208848,5.378693860193367,0.2916776871225798,0.2544179348570411,0.2457574348057017,0.0086530587245269
oslo,Oslo,NO,everyday,green_space_local,1348.0,3.701050665967081,4.451831458351755,0.1253446790059483,0.1193217393006251,0.118599674377123,0.000722064923502
palermo,Palermo,IT,everyday,green_space_local,189.0,5.674241744947141,6.479099478913759,0.1957774151691258,0.1557287177747313,0.1556490041078763,2.353952749810184e-06
palma_de_mallorca,Palma de Mallorca,ES,everyday,green_space_local,657.0,2.001959051492633,3.3516054405232643,0.1112881252099736,0.1001375986201061,0.0999197862175413,0.0001240564193465
paris,Paris,FR,everyday,green_space_local,6596.0,2.684766514875963,3.3163097608674774,0.0560932667250331,0.0528358887548229,0.0525550683780928,0.00028082037673
porto,Porto,PT,everyday,green_space_local,582.0,6.996442900578364,7.706749681613387,0.1578994423878914,0.0853712826080493,0.0846407573627976,9.78175199907707e-05
praha,Praha,CZ,everyday,green_space_local,1856.0,2.653279522503202,3.786216042910612,0.1235552446862203,0.1111227918117283,0.1107409584129714,0.0003501534172989
riga,Rīga,LV,everyday,green_space_local,638.0,6.733331151261483,7.639689677913723,0.2699002502770014,0.2011502014565298,0.1907616827135524,0.0101002097830844
roma,Roma,IT,everyday,green_space_local,2208.0,3.263335075171382,4.158978602128521,0.0986018297473163,0.0869110741979955,0.0866614244340185,0.0002464793215012
sittard_geleen,Sittard-Geleen,NL,everyday,green_space_local,56.0,8.621104886907489,10.27942811532138,0.3510088621709548,0.1794800109435992,0.1727097257400338,5.650420199129408e-05
sofia,Sofia,BG,everyday,green_space_local,711.0,3.536867642164917,4.606848329293644,0.1151365576316843,0.0976808229942633,0.0935732484680181,0.0040638430395907
stavanger,Stavanger,NO,everyday,green_space_local,377.0,3.747718110489745,5.190385990138428,0.1943969491243695,0.1378457057723179,0.1354345667682576,0.0023275570920877
stockholm,Stockholm,SE,everyday,green_space_local,2775.0,2.499417668867532,3.62882252797982,0.0736790482065374,0.0613266328485782,0.0590491717200389,0.0022773477825569
szeged,Szeged,HU,everyday,green_space_local,239.0,2.9652292565226097,3.918969165051581,0.1462441163739695,0.133128863887618,0.1329819580122896,7.912695031528352e-05
talavera_de_la_reina,Talavera de la Reina,ES,everyday,green_space_local,89.0,0.4841375713697193,2.6474775940766144,0.2457033297073134,0.2224915443518626,0.2209253204444287,0.0002669232060958
tallinn,Tallinn,EE,everyday,green_space_local,390.0,5.071203498602391,6.333909626415621,0.2235018800471367,0.1778061528548625,0.1647654720207851,0.0096514305155998
toulon,Toulon,FR,everyday,green_space_local,229.0,6.6356827483782,7.640002532296218,0.2189062424951458,0.1287376203415806,0.1260566594396426,0.0007117881025811
turku,Turku,FI,everyday,green_space_local,1452.0,2.3717685444861525,3.608767624682134,0.1416299474914019,0.1273232218763483,0.1169370176101172,0.0103862042662311
vasteras,Västerås,SE,everyday,green_space_local,191.0,5.010790531337776,6.110775367268866,0.213670716779573,0.165143521108766,0.1647807438859185,0.0001051565213188
vicenza,Vicenza,IT,everyday,green_space_local,457.0,3.1957494598682725,4.179303540991468,0.0597179236027261,0.0459195363178639,0.0457685708916317,0.0
vilnius,Vilnius,LT,everyday,green_space_local,281.0,5.276104745126638,6.174137668889529,0.3985112622472018,0.3722785675930081,0.3313036995847516,0.0408371602762756
warszawa,Warszawa,PL,everyday,green_space_local,1330.0,4.722608842604132,5.477914309724598,0.1335856045105823,0.11543555741563,0.1113843419719145,0.0039568237154788
wroclaw,Wrocław,PL,everyday,green_space_local,899.0,3.253822439041235,3.923726287948035,0.056467133259795,0.0502361570052394,0.050231124584701,5.032420538371682e-06
zagreb,Zagreb,HR,everyday,green_space_local,713.0,3.714549946827365,5.2218321506153815,0.246727234972737,0.2120147884504506,0.2109284670323743,0.0004933468398991
zilina,Žilina,SK,everyday,green_space_local,94.0,6.578239994986707,7.020645645300028,0.3770113570896379,0.3394041513506519,0.3393004986162811,7.047339346332587e-05
aalborg,Aalborg,DK,everyday,pharmacy,32.0,7.5,8.6503350177169,0.4965648185243548,0.4218006162827851,0.4157899357070094,0.0048790226454677
aarhus,Aarhus,DK,everyday,pharmacy,48.0,8.557808135736435,9.318315595596598,0.393606521377036,0.3007283838476962,0.2997997764264322,9.747682019448447e-05
alicante,Alicante,ES,everyday,pharmacy,231.0,3.1701642150426976,4.575375022085581,0.2241262741190919,0.1966715616778467,0.1965259060474961,0.0
amersfoort,Amersfoort,NL,everyday,pharmacy,20.0,8.432100430644333,9.28391258526753,0.2864981864599626,0.1737145399843136,0.1706386842133772,3.576247142572889e-06
amsterdam,Amsterdam,NL,everyday,pharmacy,241.0,6.9057101405667165,7.714877586533508,0.2342386321295484,0.1697499898528352,0.1692302785106045,0.0001947696890257
antwerpen,Antwerpen,BE,everyday,pharmacy,286.0,4.340260679110076,5.396002634856916,0.201897610083881,0.1762375103770475,0.1762195162245235,0.0
apeldoorn,Apeldoorn,NL,everyday,pharmacy,23.0,9.0,9.691935778757276,0.359211587581792,0.2386882839013126,0.2380995888111528,5.107407344433736e-05
arezzo,Arezzo,IT,everyday,pharmacy,38.0,4.469025954408906,5.856541335102564,0.2953920920524023,0.2534391372044464,0.2532900752832442,0.0
athina,Athina,EL,everyday,pharmacy,2268.0,0.902278431308262,2.300656127471837,0.0422467333914693,0.0313073496763242,0.0305881051663438,0.0003269286847008
barcelona,Barcelona,ES,everyday,pharmacy,2203.0,0.8519123958558872,2.669614161438404,0.067524770617296,0.0473926212167906,0.0429915780711618,0.0038177121074459
berlin,Berlin,DE,everyday,pharmacy,939.0,5.056483061117669,5.868938444508523,0.1004521259617274,0.0716960242300998,0.0716266090442083,6.579825546634008e-05
bilbao,Bilbao,ES,everyday,pharmacy,453.0,0.2926438460620659,2.006302721080182,0.0510577380884198,0.0446943511041268,0.0446874493451773,3.761587329364424e-06
braila,Brăila,RO,everyday,pharmacy,36.0,5.61422107780445,7.83596839761272,0.3821476008188762,0.2891477496749519,0.2808576148573128,0.0005981650437556
bratislava,Bratislava,SK,everyday,pharmacy,388.0,4.5,5.737086028290855,0.2362673837110613,0.195132343004923,0.1945651148704618,8.834990078709413e-05
brno,Brno,CZ,everyday,pharmacy,219.0,3.8687227490192,4.759809193200703,0.2232823547149824,0.2113694183997165,0.2113694183997165,0.0
bruxelles,Bruxelles,BE,everyday,pharmacy,1156.0,2.96668405533204,4.025397705476677,0.075687242102816,0.0698061111661738,0.0696752655860315,9.721616120157184e-05
bucuresti,București,RO,everyday,pharmacy,981.0,2.3783309831360238,3.5513560326040645,0.2487389472850702,0.2364961348311046,0.2226652269148767,0.0138212152767958
budapest,Budapest,HU,everyday,pharmacy,735.0,4.5,5.206818072690011,0.0888851473618172,0.0758358564681151,0.0753868850379388,0.0004442526655318
caserta,Caserta,IT,everyday,pharmacy,56.0,5.462712572893385,6.772218999607111,0.1175954538337349,0.0356140319719342,0.0355223015383963,0.0
chemnitz,Chemnitz,DE,everyday,pharmacy,101.0,5.6338273112159705,6.597366077684927,0.2283869755954633,0.1850698019436267,0.1845130195752663,0.0
cosenza,Cosenza,IT,everyday,pharmacy,53.0,4.0,5.402246854989035,0.3909228156966267,0.3690765020449259,0.3679922728240377,0.0007212551675557
