outcome,elasticity,p_cluster_country,loo_min,loo_max,loo_worst_city,loo_max_p,cooks_top_city,elasticity_huber,elasticity_median_reg,elasticity_excl_desert,p_excl_desert
mean_everyday,-0.196346387089927,7.495036465460434e-18,-0.20443570918167345,-0.18481513869142768,athina,1.091389306753285e-13,athina,-0.19618381234537063,-0.22347352279984897,-0.20337400671461575,2.7912056416907602e-18
mean_emergency,-0.05933961362089446,0.16296412773213742,-0.07356933917203391,-0.0451149444717968,bucuresti,0.32776044230285883,bucuresti,-0.06753447290739237,-0.050965159753362146,-0.0772062421661554,0.03548372343447388
gini_everyday,0.0620420275215634,0.0008793324280386217,0.05624553332122737,0.06952880918134993,napoli,0.006961412692469337,napoli,0.06563288120521295,0.08134980620228549,0.06134148149235267,0.0014131768685783448
