outcome,elasticity,se_cluster_country,equivalence_bound,p_tost,smallest_passing_bound,dof_countries,n_cities,conclusion
mean_emergency,-0.05933961362089446,0.04253212843394655,0.1,0.17450864604338792,0.1322342175583161,23,67,equivalence not shown at this bound
