city,class,baseline,min,max
lodz,LH,0.1896558087346654,0.1867192252486569,0.1914039066377362
lodz,LL,0.3103506712567052,0.3085991198991211,0.3132617265072211
lomza,HH,0.4295594974839829,0.4155357490416527,0.4402590256953753
lomza,HL,0.0704106646151828,0.0597612123509197,0.0844964766836403
lomza,LH,0.0731897513070875,0.0624902230956951,0.0872134997494177
lomza,LL,0.4268400865937466,0.4127542745252893,0.4374895388580098
luxembourg,HH,0.3012692836990361,0.2926961022187904,0.3118377820802107
luxembourg,HL,0.1987341924248342,0.1881651138545631,0.2072700585494114
luxembourg,LH,0.1997537945996393,0.1891852962184647,0.208326976079885
luxembourg,LL,0.3002427292764902,0.2917068631519131,0.3108118078467614
madrid,HH,0.3161444230833798,0.3123529779261041,0.3236621097630802
madrid,HL,0.1838608990058007,0.17637026781686,0.1876404726238283
madrid,LH,0.1820920194165714,0.174574332736871,0.1867153405654698
madrid,LL,0.3179026584942479,0.3132793373453496,0.3253932896831886
milano,HH,0.319309599748416,0.308303150889283,0.3305227684978174
milano,HL,0.1806987477482702,0.1694996170593167,0.1916964321188122
milano,LH,0.1840496993465577,0.1728365305971564,0.1950561482056907
milano,LL,0.3159419531567559,0.304944268786214,0.3271410838457095
munchen,HH,0.3040515859925754,0.3016306525338301,0.306580223250359
munchen,HL,0.1959457994960355,0.1934171622382519,0.1983745273183468
munchen,LH,0.1956595524333724,0.1937090032716351,0.1981200723782636
munchen,LL,0.3043430620780166,0.3018825421331254,0.3062786620582998
napoli,HH,0.2673808820984895,0.2627558514504345,0.2795244397234409
napoli,HL,0.2326503185814226,0.2204680158064385,0.2371384023555676
napoli,LH,0.2313297936702783,0.2191862360453269,0.2359548243183332
napoli,LL,0.2686390056498096,0.2641509218756645,0.2808213084247937
norrkoping,HH,0.3536092912233153,0.3448373615028564,0.3710849527042993
norrkoping,HL,0.1464455763766934,0.1290163651342362,0.1550341575130643
norrkoping,LH,0.1658226285139631,0.1483469670329791,0.174594558234422
norrkoping,LL,0.334122503886028,0.3255339227496571,0.3515517151284852
oslo,HH,0.2983913664842278,0.2979395054112223,0.3009250362661649
oslo,HL,0.2016094547147368,0.1990363942996408,0.2020559653195197
oslo,LH,0.1998875297775137,0.1973538599955766,0.202831519312137
oslo,LL,0.3001116490235216,0.2971676594888982,0.3026847094386176
palermo,HH,0.289547847707659,0.2790482912981095,0.301921642230985
palermo,HL,0.2103649937113593,0.1978237211141274,0.2210199087390574
palermo,LH,0.2052711211657967,0.1928973266424707,0.2157706775753462
palermo,LL,0.2948160374151848,0.2841611223874868,0.3073573100124167
palma_de_mallorca,HH,0.2896456115795737,0.2748555790120474,0.3024658524305367
palma_de_mallorca,HL,0.2102698300507205,0.1974700109136982,0.2251165948493482
palma_de_mallorca,LH,0.2107032136011436,0.1978829727501806,0.2254932461686699
palma_de_mallorca,LL,0.2893813447685621,0.2745345799699344,0.3021811639055844
paris,HH,0.3336449916720923,0.3308236240545283,0.3337388421762859
paris,HL,0.1663545141016395,0.1662607054680301,0.1691770159151598
paris,LH,0.1693692998061477,0.1670064603221361,0.1721906674237117
paris,LL,0.3306311944201205,0.3278086926066002,0.3329940339041321
porto,HH,0.3213566097566864,0.3148024250103035,0.3265576441915986
porto,HL,0.1786174488224277,0.173440329217382,0.1851948696721224
porto,LH,0.179585755206671,0.1743847207717588,0.1861399399530539
porto,LL,0.3204401862142148,0.3138627653645202,0.3256173058192605
praha,HH,0.3549223798667683,0.3360763000991879,0.3588873740265293
praha,HL,0.1450554679881509,0.1411109093355431,0.16391973209622
praha,LH,0.1473977553077338,0.1428622789756947,0.1662438350753143
praha,LL,0.3526243968373469,0.3337601327292778,0.357159873169386
riga,HH,0.374740837364477,0.3585107461980339,0.3866553242686611
riga,HL,0.1252561243543646,0.1133329027566744,0.1415063696196894
riga,LH,0.1268099959196102,0.1148955090154261,0.1430400870860533
riga,LL,0.3731930423615481,0.3569427970962233,0.3851162639592383
