column,n_cells,cell_share,pop_share,n_distinct
ses_census_employment_share,18049,0.9259221258913456,0.9811821146055879,408
ses_census_foreign_born_share,18137,0.9304365669727594,0.9820610574091834,359
ses_census_share_ge65,18137,0.9304365669727594,0.9820610574091834,405
ses_census_share_u15,18137,0.9304365669727594,0.9820610574091834,424
